category,news,Preprocessed news,true_label,pred_ngram,pred_hash,agree,correct_ngram,correct_hash,Scored Probabilities_car_loan_ngram,Scored Probabilities_car_loan_hash,Scored Probabilities_credit_card_ngram,Scored Probabilities_credit_card_hash,Scored Probabilities_fixed_deposit_ngram,Scored Probabilities_fixed_deposit_hash,Scored Probabilities_home_loan_ngram,Scored Probabilities_home_loan_hash,Scored Probabilities_insurance_ngram,Scored Probabilities_insurance_hash,Scored Probabilities_mutual_funds_ngram,Scored Probabilities_mutual_funds_hash,max_prob_ngram,max_prob_hash,margin_ngram,margin_hash,active_ngram_features,active_hash_features
mutual_funds,"Given the current trends in market-linked returns, many financial institutions are revising their strategies for mutual funds. According to recent reports, systematic investment plan has been a significant factor affecting the mutual funds sector. Analysts expect mutual fund returns to play a crucial role in shaping the future of mutual funds offerings. Customers are increasingly focused on market-linked returns when considering their options for mutual funds products. Financial experts suggest keeping an eye on the evolving portfolio diversification, as it may impact decisions in the mutual funds industry. Recent developments in mutual fund returns have caught the attention of many analysts, especially within the context of mutual funds.",current trend market link return financial institution revise -pron- strategy mutual fund ||| accord recent report systematic investment plan significan factor affect mutual fund sector ||| analyst expect mutual fund return play crucial role shape future mutual fund offering ||| customer increasingly focus market link return consider -pron- option mutual fund product ||| financial expert suggest eye evolve portfolio diversification impact decision mutual fund industry ||| recent development mutual fund return catch attention analyst especially context mutual fund,mutual_funds,mutual_funds,mutual_funds,True,True,True,6.384103172988138e-07,6.384103172989e-07,6.384103172989498e-07,6.384103172988795e-07,6.384103172988795e-07,6.384103172989782e-07,6.384103172988637e-07,6.384103172988829e-07,6.384103172990542e-07,6.384103172989011e-07,0.9999968079484134,0.9999968079484134,0.9999968079484134,0.9999968079484134,0.9999961695380961,0.9999961695380961,41,108
car_loan,"Given the current trends in car purchase, many financial institutions are revising their strategies for car loan. Financial experts suggest keeping an eye on the evolving vehicle loan interest, as it may impact decisions in the car loan industry. Analysts expect car loan approval to play a crucial role in shaping the future of car loan offerings. According to recent reports, second-hand car financing has been a significant factor affecting the car loan sector. Customers are increasingly focused on car purchase when considering their options for car loan products. Recent developments in car loan approval have caught the attention of many analysts, especially within the context of car loan.",current trend car purchase financial institution revise -pron- strategy car loan ||| financial expert suggest eye evolve vehicle loan interest impact decision car loan industry ||| analyst expect car loan approval play crucial role shape future car loan offering ||| accord recent report second hand car financing significan factor affect car loan sector ||| customer increasingly focus car purchase consider -pron- option car loan product ||| recent development car loan approval catch attention analyst especially context car loan,car_loan,car_loan,car_loan,True,True,True,0.9999968079484132,0.9999968079484132,6.38410317299079e-07,6.384103172989316e-07,6.384103172991312e-07,6.38410317298825e-07,6.384103172990371e-07,6.384103172988296e-07,6.384103172990927e-07,6.384103172988704e-07,6.384103172990416e-07,6.384103172988069e-07,0.9999968079484132,0.9999968079484132,0.9999961695380959,0.9999961695380959,41,111
car_loan,"Financial experts suggest keeping an eye on the evolving auto loan deals, as it may impact decisions in the car loan industry. According to recent reports, car loan approval has been a significant factor affecting the car loan sector. Recent developments in loan tenure for vehicles have caught the attention of many analysts, especially within the context of car loan. Analysts expect loan tenure for vehicles to play a crucial role in shaping the future of car loan offerings. Given the current trends in car purchase, many financial institutions are revising their strategies for car loan. Customers are increasingly focused on car purchase when considering their options for car loan products.",financial expert suggest eye evolve auto loan deal impact decision car loan industry ||| accord recent report car loan approval significan factor affect car loan sector ||| recent development loan tenure vehicle catch attention analyst especially context car loan ||| analyst expect loan tenure vehicle play crucial role shape future car loan offering ||| current trend car purchase financial institution revise -pron- strategy car loan ||| customer increasingly focus car purchase consider -pron- option car loan product,car_loan,car_loan,car_loan,True,True,True,0.9999968079484132,0.9999968079484132,6.384103172991165e-07,6.384103172989952e-07,6.384103172991596e-07,6.38410317299011e-07,6.384103172990212e-07,6.384103172988546e-07,6.38410317299265e-07,6.384103172989271e-07,6.384103172992095e-07,6.3841031729885e-07,0.9999968079484132,0.9999968079484132,0.9999961695380959,0.9999961695380959,39,110
credit_card,"Financial experts suggest keeping an eye on the evolving EMI on credit card, as it may impact decisions in the credit card industry. Customers are increasingly focused on fraud protection when considering their options for credit card products. Recent developments in cashback offers have caught the attention of many analysts, especially within the context of credit card. Analysts expect cashback offers to play a crucial role in shaping the future of credit card offerings. According to recent reports, credit score has been a significant factor affecting the credit card sector. Given the current trends in fraud protection, many financial institutions are revising their strategies for credit card.",financial expert suggest eye evolve emi credit card impact decision credit card industry ||| customer increasingly focus fraud protection consider -pron- option credit card product ||| recent development cashback offer catch attention analyst especially context credit card ||| analyst expect cashback offer play crucial role shape future credit card offering ||| accord recent report credit score significan factor affect credit card sector ||| current trend fraud protection financial institution revise -pron- strategy credit card,credit_card,credit_card,credit_card,True,True,True,6.384103172989543e-07,6.384103172990689e-07,0.9999968079484132,0.9999968079484132,6.384103172989827e-07,6.384103172990609e-07,6.384103172989282e-07,6.384103172990133e-07,6.384103172990042e-07,6.384103172990836e-07,6.384103172989293e-07,6.384103172989997e-07,0.9999968079484132,0.9999968079484132,0.9999961695380959,0.9999961695380959,37,106
home_loan,"Financial experts suggest keeping an eye on the evolving mortgage, as it may impact decisions in the home loan industry. Given the current trends in home equity, many financial institutions are revising their strategies for home loan. Customers are increasingly focused on home equity when considering their options for home loan products. Recent developments in loan eligibility have caught the attention of many analysts, especially within the context of home loan. According to recent reports, down payments has been a significant factor affecting the home loan sector. Analysts expect loan eligibility to play a crucial role in shaping the future of home loan offerings.",financial expert suggest eye evolve mortgage impact decision home loan industry ||| current trend home equity financial institution revise -pron- strategy home loan ||| customer increasingly focus home equity consider -pron- option home loan product ||| recent development loan eligibility catch attention analyst especially context home loan ||| accord recent report payment significan factor affect home loan sector ||| analyst expect loan eligibility play crucial role shape future home loan offering,home_loan,home_loan,home_loan,True,True,True,6.384103172987991e-07,6.384103172988795e-07,6.384103172988364e-07,6.384103172989113e-07,6.384103172988626e-07,6.384103172988716e-07,0.9999968079484134,0.9999968079484134,6.384103172989601e-07,6.38410317299002e-07,6.384103172988308e-07,6.384103172988104e-07,0.9999968079484134,0.9999968079484134,0.9999961695380961,0.9999961695380961,33,104
car_loan,"Customers are increasingly focused on loan tenure for vehicles when considering their options for car loan products. Given the current trends in loan tenure for vehicles, many financial institutions are revising their strategies for car loan. According to recent reports, auto financing has been a significant factor affecting the car loan sector. Financial experts suggest keeping an eye on the evolving second-hand car financing, as it may impact decisions in the car loan industry. Recent developments in auto loan deals have caught the attention of many analysts, especially within the context of car loan. Analysts expect auto loan deals to play a crucial role in shaping the future of car loan offerings.",customer increasingly focus loan tenure vehicle consider -pron- option car loan product ||| current trend loan tenure vehicle financial institution revise -pron- strategy car loan ||| accord recent report auto financing significan factor affect car loan sector ||| financial expert suggest eye evolve second hand car financing impact decision car loan industry ||| recent development auto loan deal catch attention analyst especially context car loan ||| analyst expect auto loan deal play crucial role shape future car loan offering,car_loan,car_loan,car_loan,True,True,True,0.9999968079484132,0.9999968079484132,6.384103172990972e-07,6.384103172989249e-07,6.384103172992832e-07,6.384103172989861e-07,6.384103172991449e-07,6.384103172988228e-07,6.384103172991902e-07,6.38410317299011e-07,6.38410317299188e-07,6.384103172988908e-07,0.9999968079484132,0.9999968079484132,0.9999961695380959,0.9999961695380959,42,113
fixed_deposit,"According to recent reports, premature withdrawal from FD has been a significant factor affecting the fixed deposit sector. Analysts expect tax on fixed deposits to play a crucial role in shaping the future of fixed deposit offerings. Given the current trends in investment in FD, many financial institutions are revising their strategies for fixed deposit. Financial experts suggest keeping an eye on the evolving tenure for FD, as it may impact decisions in the fixed deposit industry. Recent developments in tax on fixed deposits have caught the attention of many analysts, especially within the context of fixed deposit. Customers are increasingly focused on investment in FD when considering their options for fixed deposit products.",accord recent report premature withdrawal fd significan factor affect fix deposit sector ||| analyst expect tax fix deposit play crucial role shape future fix deposit offering ||| current trend investment fd financial institution revise -pron- strategy fix deposit ||| financial expert suggest eye evolve tenure fd impact decision fix deposit industry ||| recent development tax fix deposit catch attention analyst especially context fix deposit ||| customer increasingly focus investment fd consider -pron- option fix deposit product,fixed_deposit,fixed_deposit,fixed_deposit,True,True,True,6.384103172988138e-07,6.384103172988444e-07,6.384103172988388e-07,6.38410317298807e-07,0.9999968079484134,0.9999968079484134,6.384103172988614e-07,6.384103172988319e-07,6.384103172988682e-07,6.384103172988263e-07,6.384103172988614e-07,6.38410317298816e-07,0.9999968079484134,0.9999968079484134,0.9999961695380961,0.9999961695380961,34,108
car_loan,"Recent developments in second-hand car financing have caught the attention of many analysts, especially within the context of car loan. Financial experts suggest keeping an eye on the evolving auto loan deals, as it may impact decisions in the car loan industry. According to recent reports, car purchase has been a significant factor affecting the car loan sector. Given the current trends in auto financing, many financial institutions are revising their strategies for car loan. Analysts expect second-hand car financing to play a crucial role in shaping the future of car loan offerings. Customers are increasingly focused on auto financing when considering their options for car loan products.",recent development second hand car financing catch attention analyst especially context car loan ||| financial expert suggest eye evolve auto loan deal impact decision car loan industry ||| accord recent report car purchase significan factor affect car loan sector ||| current trend auto financing financial institution revise -pron- strategy car loan ||| analyst expect second hand car financing play crucial role shape future car loan offering ||| customer increasingly focus auto financing consider -pron- option car loan product,car_loan,car_loan,car_loan,True,True,True,0.9999968079484132,0.9999968079484132,6.384103172989158e-07,6.384103172988341e-07,6.384103172989747e-07,6.384103172988318e-07,6.384103172990224e-07,6.384103172988205e-07,6.384103172990087e-07,6.384103172989249e-07,6.384103172989249e-07,6.384103172988749e-07,0.9999968079484132,0.9999968079484132,0.9999961695380959,0.9999961695380959,40,109
fixed_deposit,"Analysts expect tenure for FD to play a crucial role in shaping the future of fixed deposit offerings. Given the current trends in FD maturity, many financial institutions are revising their strategies for fixed deposit. According to recent reports, investment in FD has been a significant factor affecting the fixed deposit sector. Customers are increasingly focused on FD maturity when considering their options for fixed deposit products. Financial experts suggest keeping an eye on the evolving fixed deposit rates, as it may impact decisions in the fixed deposit industry. Recent developments in tenure for FD have caught the attention of many analysts, especially within the context of fixed deposit.",analyst expect tenure fd play crucial role shape future fix deposit offering ||| current trend fd maturity financial institution revise -pron- strategy fix deposit ||| accord recent report investment fd significan factor affect fix deposit sector ||| customer increasingly focused fd maturity consider -pron- option fix deposit product ||| financial expert suggest eye evolve fix deposit rate impact decision fix deposit industry ||| recent development tenure fd catch attention analyst especially context fix deposit,fixed_deposit,fixed_deposit,fixed_deposit,True,True,True,6.384103172989442e-07,6.38410317299205e-07,6.384103172988081e-07,6.384103172991075e-07,0.9999968079484134,0.9999968079484134,6.384103172988251e-07,6.384103172991359e-07,6.384103172988432e-07,6.384103172992572e-07,6.384103172989034e-07,6.38410317299044e-07,0.9999968079484134,0.9999968079484134,0.9999961695380961,0.9999961695380961,32,108
mutual_funds,"Recent developments in fund manager strategies have caught the attention of many analysts, especially within the context of mutual funds. According to recent reports, portfolio diversification has been a significant factor affecting the mutual funds sector. Financial experts suggest keeping an eye on the evolving equity funds, as it may impact decisions in the mutual funds industry. Customers are increasingly focused on debt funds when considering their options for mutual funds products. Given the current trends in debt funds, many financial institutions are revising their strategies for mutual funds. Analysts expect fund manager strategies to play a crucial role in shaping the future of mutual funds offerings.",recent development fund manager strategy catch attention analyst especially context mutual fund ||| accord recent report portfolio diversification significan factor affect mutual fund sector ||| financial expert suggest eye evolve equity fund impact decision mutual fund industry ||| customer increasingly focus debt fund consider -pron- option mutual fund product ||| current trend debt fund financial institution revise -pron- strategy mutual fund ||| analyst expect fund manager strategy play crucial role shape future mutual fund offering,mutual_funds,mutual_funds,mutual_funds,True,True,True,6.384103172990134e-07,6.384103172988092e-07,6.384103172990406e-07,6.384103172988081e-07,6.384103172990384e-07,6.384103172988013e-07,6.384103172990384e-07,6.384103172987957e-07,6.384103172989657e-07,6.3841031729879e-07,0.9999968079484134,0.9999968079484134,0.9999968079484134,0.9999968079484134,0.9999961695380961,0.9999961695380961,37,105
home_loan,"Given the current trends in housing market trends, many financial institutions are revising their strategies for home loan. Analysts expect mortgage to play a crucial role in shaping the future of home loan offerings. Customers are increasingly focused on housing market trends when considering their options for home loan products. Recent developments in mortgage have caught the attention of many analysts, especially within the context of home loan. According to recent reports, home loan rates has been a significant factor affecting the home loan sector. Financial experts suggest keeping an eye on the evolving property investment, as it may impact decisions in the home loan industry.",current trend housing market trend financial institution revise -pron- strategy home loan ||| analyst expect mortgage play crucial role shape future home loan offering ||| customer increasingly focus housing market trend consider -pron- option home loan product ||| recent development mortgage catch attention analyst especially context home loan ||| accord recent report home loan rate significan factor affect home loan sector ||| financial expert suggest eye evolve property investment impact decision home loan industry,home_loan,home_loan,home_loan,True,True,True,6.384103172987866e-07,6.384103172989079e-07,6.384103172989453e-07,6.384103172989022e-07,6.384103172989385e-07,6.384103172988626e-07,0.9999968079484134,0.9999968079484134,6.384103172989498e-07,6.384103172990757e-07,6.384103172989022e-07,6.384103172988388e-07,0.9999968079484134,0.9999968079484134,0.9999961695380961,0.9999961695380961,37,105
car_loan,"Analysts expect automobile market to play a crucial role in shaping the future of car loan offerings. According to recent reports, auto loan deals has been a significant factor affecting the car loan sector. Recent developments in automobile market have caught the attention of many analysts, especially within the context of car loan. Customers are increasingly focused on second-hand car financing when considering their options for car loan products. Financial experts suggest keeping an eye on the evolving loan tenure for vehicles, as it may impact decisions in the car loan industry. Given the current trends in second-hand car financing, many financial institutions are revising their strategies for car loan.",analyst expect automobile market play crucial role shape future car loan offering ||| accord recent report auto loan deal significan factor affect car loan sector ||| recent development automobile market catch attention analyst especially context car loan ||| customer increasingly focused second hand car financing consider -pron- option car loan product ||| financial expert suggest eye evolve loan tenure vehicle impact decision car loan industry ||| current trend second hand car financing financial institution revise -pron- strategy car loan,car_loan,car_loan,car_loan,True,True,True,0.9999968079484132,0.9999968079484132,6.384103172990019e-07,6.38410317298909e-07,6.384103172991006e-07,6.384103172989066e-07,6.384103172990178e-07,6.384103172988454e-07,6.38410317299079e-07,6.384103172990224e-07,6.384103172991562e-07,6.384103172988296e-07,0.9999968079484132,0.9999968079484132,0.9999961695380959,0.9999961695380959,44,114
insurance,"Customers are increasingly focused on premium payment when considering their options for insurance products. Financial experts suggest keeping an eye on the evolving life insurance policies, as it may impact decisions in the insurance industry. Analysts expect insurance benefits to play a crucial role in shaping the future of insurance offerings. According to recent reports, coverage options has been a significant factor affecting the insurance sector. Recent developments in insurance benefits have caught the attention of many analysts, especially within the context of insurance. Given the current trends in premium payment, many financial institutions are revising their strategies for insurance.",customer increasingly focus premium payment consider -pron- option insurance product ||| financial expert suggest eye evolve life insurance policy impact decision insurance industry ||| analyst expect insurance benefit play crucial role shape future insurance offering ||| accord recent report coverage option significan factor affect insurance sector ||| recent development insurance benefit catch attention analyst especially context insurance ||| current trend premium payment financial institution revise -pron- strategy insurance,insurance,insurance,insurance,True,True,True,6.384103172991925e-07,6.384103172989998e-07,6.38410317299095e-07,6.384103172991699e-07,6.384103172991019e-07,6.38410317299061e-07,6.384103172991699e-07,6.384103172991063e-07,0.9999968079484134,0.9999968079484134,6.384103172989522e-07,6.384103172991359e-07,0.9999968079484134,0.9999968079484134,0.9999961695380961,0.9999961695380961,36,108
